"","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Smoking","Alcohol","Healthy.eating","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action"
"142",19,170,65,1,"female","right handed","primary school","yes","city","block of flats",1,5,3,5,5,2,5,5,5,3,3,2,1,1,5,4,5,1,3,2,1,5,2,3,2,1,1,3,3,1,3,"i am often early","only to avoid hurting someone",2,1,5,3,3,4,5,3,5,3,5,3,5,3,3,3,3,4,1,4,5,3,2,"few hours a day",1,2,4,5,1,3,1,5,3,1,3,5,1,5,5,5,5,5,3,4,4,1,5,1,1,1,1,1,5,1,1,1,1,3,1,1,1,5,3,3,1,5,"5","3",3,1,3,5,5,1,1,5,3,4,1,3,1,3,1,3,5,5,4,4,3,1,1,5,5,2,1,3,3,1,5,5,1,1,5,5,5,1,1
"143",18,186,60,1,"male","left handed","primary school","no","city","block of flats",3,3,3,3,2,2,4,3,1,3,2,1,1,4,3,4,4,5,3,3,4,4,4,3,3,5,3,2,2,4,2,"i am often running late","sometimes",5,3,5,1,2,1,4,3,3,3,4,5,3,4,3,3,1,3,4,5,2,2,2,"most of the day",3,3,1,4,4,4,4,4,5,3,1,2,2,2,1,5,5,4,1,1,4,4,3,1,2,2,1,1,5,5,1,1,3,4,1,3,5,5,4,4,1,1,"1","3",2,2,5,5,4,4,5,4,5,4,4,1,3,2,2,4,4,1,1,3,2,1,1,2,3,2,1,4,1,2,4,4,4,1,3,4,1,1,2
"144",20,168,62,1,"female","right handed","secondary school","no","city","block of flats",1,2,3,3,5,3,5,4,2,4,3,1,1,3,3,3,4,3,5,1,3,5,5,3,5,4,2,3,4,1,3,"i am often early","everytime it suits me",3,3,4,4,4,4,1,4,2,3,3,5,3,5,3,3,5,4,1,4,2,3,5,"most of the day",2,3,4,5,5,5,5,4,2,4,3,4,2,1,1,5,3,2,1,1,3,1,3,1,1,4,1,1,3,3,1,1,5,2,1,2,4,1,1,5,1,5,"4","3",3,2,5,5,5,5,3,4,5,4,4,2,1,1,2,4,4,2,3,5,4,1,1,3,3,3,1,3,4,2,4,3,3,1,4,5,4,1,2
"145",21,180,66,1,"male","right handed","secondary school","no","city","block of flats",1,5,4,3,4,1,5,5,1,5,2,4,5,5,1,5,4,1,4,2,1,5,5,4,1,1,5,1,2,1,1,"i am often early","sometimes",4,1,4,4,1,1,4,2,2,1,1,5,3,1,1,2,3,2,4,1,1,1,4,"few hours a day",1,1,1,1,1,1,1,1,2,5,3,4,1,1,4,5,5,1,5,5,2,3,3,5,1,1,4,1,5,3,3,1,4,4,1,1,3,5,4,5,3,3,"1","3",5,5,2,2,1,1,1,5,5,2,3,1,2,3,2,4,5,1,3,2,2,2,4,3,4,4,2,5,5,2,5,3,5,5,3,4,5,1,4
"146",19,165,78,1,"female","right handed","secondary school","no","village","house/bungalow",2,2,3,2,2,3,4,3,4,3,4,4,1,2,5,4,4,2,4,1,3,2,3,3,3,3,4,4,4,3,3,"i am often early","everytime it suits me",2,4,3,4,2,4,3,4,3,3,3,3,4,5,4,4,2,3,3,4,3,3,4,"few hours a day",2,3,4,3,5,4,3,3,4,3,2,4,2,1,1,4,2,1,2,1,3,3,4,4,2,1,2,3,2,1,2,4,2,1,1,2,2,2,2,4,3,2,"5","3",2,2,3,2,4,2,2,3,1,4,4,1,1,2,2,2,4,1,1,1,2,1,1,3,2,3,2,4,2,4,4,4,1,2,2,2,4,1,1
"147",21,180,72,1,"male","right handed","secondary school","no","city","block of flats",4,3,4,3,5,1,5,5,1,4,4,1,5,4,5,5,5,1,2,1,1,1,4,3,3,4,1,5,3,3,3,"i am always on time","sometimes",4,3,2,4,2,3,1,4,3,2,3,1,5,3,5,3,3,3,5,2,3,2,2,"few hours a day",1,1,1,3,1,3,1,1,3,2,5,3,5,1,1,5,5,3,2,1,4,4,5,3,5,4,2,5,5,1,1,1,5,5,1,2,4,3,4,5,2,4,"2","1",3,5,4,5,4,3,3,4,5,3,5,2,1,4,1,5,4,3,4,5,1,1,1,1,2,5,1,5,3,5,5,4,3,4,2,2,5,2,5
"148",18,185,83,2,"male","right handed","secondary school","no","city","block of flats",3,4,4,5,4,3,5,5,3,4,2,3,3,3,5,4,2,2,3,3,2,4,5,4,2,4,1,2,4,3,1,"i am often early","sometimes",1,1,2,2,1,4,5,3,2,2,3,5,4,1,4,3,2,3,4,3,3,4,3,"most of the day",1,1,1,2,2,2,2,3,3,4,4,2,3,5,5,5,4,2,2,3,5,5,4,2,2,2,1,3,5,1,1,3,4,1,1,1,1,5,2,2,2,3,"1","3",3,4,2,1,1,1,3,4,5,4,3,2,3,2,2,3,5,4,3,5,2,2,2,4,2,1,1,5,2,3,3,3,4,3,4,2,4,2,4
"149",20,165,55,3,"male","right handed","secondary school","no","village","house/bungalow",2,3,2,4,4,5,4,4,2,4,3,2,4,3,5,4,4,2,4,5,3,3,5,2,3,4,3,5,3,2,3,"i am often early","only to avoid hurting someone",4,4,2,3,3,2,2,3,3,2,3,5,3,2,4,2,2,4,4,2,2,4,3,"few hours a day",1,2,2,3,2,3,2,2,4,3,3,4,3,4,4,5,5,3,3,4,1,4,4,3,3,1,2,5,4,3,2,3,3,4,1,2,2,4,2,3,2,1,"1","3",3,4,4,4,3,3,5,3,4,3,4,4,4,3,3,5,3,2,3,4,3,2,4,3,3,3,2,4,4,4,5,5,4,3,3,3,4,3,4
"150",19,184,85,5,"male","right handed","college/bachelor degree","no","city","block of flats",2,3,2,3,2,3,2,2,2,5,3,3,3,2,3,1,2,1,2,3,2,1,2,3,2,2,1,4,3,2,2,"i am always on time","sometimes",2,4,3,2,3,4,3,5,2,2,3,5,4,2,3,2,3,2,3,2,3,3,3,"few hours a day",1,1,2,3,1,2,1,2,3,4,2,3,1,5,5,3,5,3,2,3,2,3,3,2,1,2,1,3,4,1,1,1,2,3,1,1,2,4,2,3,3,1,"2","1",2,3,2,1,2,1,2,4,2,3,1,3,1,3,4,1,2,2,2,3,2,1,1,1,1,1,2,3,2,2,4,2,5,5,4,4,4,2,2
"151",22,177,61,1,"female","right handed","secondary school","no","city","block of flats",5,2,1,2,3,2,5,5,3,3,4,2,2,5,5,5,4,3,4,1,5,4,4,2,1,3,1,1,4,2,3,"i am always on time","sometimes",2,3,3,4,1,2,4,2,4,2,3,5,3,2,4,4,3,3,5,1,3,3,3,"few hours a day",2,1,2,1,5,2,1,3,3,3,2,3,4,3,3,4,4,5,2,2,4,4,4,2,1,3,3,1,4,1,1,1,5,4,1,2,3,5,3,5,3,1,"2","1",4,3,3,2,5,3,2,4,5,2,2,2,3,4,4,3,5,5,3,1,2,4,4,3,1,1,4,5,2,4,4,3,4,2,2,2,3,1,4
"152",20,180,100,1,"male","right handed","secondary school","no","city","block of flats",5,1,4,4,4,1,5,4,3,3,4,3,1,3,5,5,4,1,4,3,2,4,5,3,5,4,3,2,4,1,3,"i am often early","everytime it suits me",1,4,4,4,2,4,4,2,2,2,3,5,4,3,3,4,4,4,1,1,3,3,2,"few hours a day",3,2,1,4,3,3,4,2,2,4,4,4,4,2,2,3,3,1,2,1,3,4,2,3,2,2,3,4,2,1,1,1,4,5,1,4,2,3,4,5,2,3,"2","1",1,4,1,4,4,3,3,2,5,4,3,1,1,3,2,2,4,4,4,2,5,4,4,4,2,2,1,5,4,4,5,2,2,2,3,3,2,1,4
"153",25,170,72,2,"male","right handed","college/bachelor degree","no","city","block of flats",5,1,5,4,5,5,3,5,1,5,5,1,5,2,5,4,5,1,5,1,5,5,3,5,5,5,5,5,3,3,5,"i am often running late","sometimes",5,5,5,5,5,2,3,5,5,5,3,1,5,5,5,5,2,4,2,5,5,4,2,"few hours a day",5,1,3,3,2,3,3,5,4,1,5,5,5,2,1,4,2,5,2,2,2,3,5,5,3,1,1,2,1,1,1,5,3,5,1,1,3,4,2,5,4,4,"2","5",3,2,1,1,5,4,1,4,5,3,5,2,2,3,3,4,4,2,1,4,3,3,4,3,2,2,2,5,5,3,5,3,2,5,2,3,5,2,4
"154",21,170,52,0,"female","right handed","college/bachelor degree","yes","city","block of flats",5,2,3,2,3,3,3,3,2,1,3,2,4,2,4,5,4,2,4,1,2,4,4,4,5,3,2,4,3,2,3,"i am often early","everytime it suits me",2,3,3,5,2,2,3,3,2,3,5,3,4,4,4,3,1,3,4,4,3,4,3,"few hours a day",1,3,2,3,5,4,4,4,5,3,5,3,5,1,2,4,2,3,2,1,4,2,3,2,2,4,3,4,3,1,1,1,3,3,2,4,5,4,2,3,2,1,"2","3",3,3,5,3,3,5,4,4,2,5,5,2,2,3,2,4,2,1,2,4,1,4,2,1,3,3,3,3,2,4,5,4,3,3,3,5,4,2,4
"155",24,185,81,1,"male","right handed","college/bachelor degree","no","city","block of flats",4,4,4,3,5,1,5,5,2,3,3,1,2,3,1,4,4,2,1,2,1,5,4,2,5,4,1,1,3,2,3,"i am often running late","only to avoid hurting someone",4,5,2,3,2,4,5,1,5,4,5,3,5,2,5,4,4,2,3,2,5,3,3,"few hours a day",1,1,2,2,5,3,2,3,1,3,5,1,5,3,4,5,5,5,2,2,1,5,5,2,4,2,1,2,3,1,3,1,1,1,1,1,2,5,1,5,1,3,"4","5",3,4,1,5,4,3,4,4,5,3,1,2,4,5,1,1,5,4,4,2,2,3,3,3,2,1,3,4,4,4,5,3,2,5,1,1,5,3,4
"156",19,171,72,1,"female","right handed","secondary school","no","city","block of flats",4,5,5,5,5,1,5,5,5,1,1,5,5,1,3,5,5,5,5,5,5,5,5,5,2,1,5,1,2,5,1,"i am always on time","everytime it suits me",4,1,5,2,5,1,4,4,4,1,5,5,3,3,2,1,5,3,1,5,4,5,5,"few hours a day",1,1,5,1,2,1,5,3,1,3,4,5,2,3,2,3,2,1,4,3,4,3,5,4,5,2,3,1,3,4,5,4,3,3,3,2,3,4,3,3,4,4,"2","3",3,5,5,3,3,5,4,3,5,4,4,3,3,5,2,3,3,2,3,3,2,4,3,4,2,2,3,4,5,4,3,3,4,2,3,4,3,1,2
"157",25,177,97,1,"male","left handed","doctorate degree","yes","city","block of flats",5,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,2,1,5,2,3,2,5,3,5,3,"i am always on time","everytime it suits me",4,3,2,3,3,4,4,5,3,2,2,5,3,1,2,3,1,3,3,5,4,3,3,"few hours a day",1,1,1,5,1,1,1,1,5,2,5,2,4,1,1,5,2,1,1,1,5,4,5,1,5,1,1,3,3,1,1,1,3,2,1,1,4,1,1,4,1,4,"1","5",3,4,5,1,4,4,1,4,5,4,2,4,3,4,2,3,5,2,5,3,5,2,3,3,2,1,2,5,4,4,4,4,3,3,3,2,3,2,4
"158",26,175,60,2,"male","right handed","masters degree","no","village","house/bungalow",4,2,1,1,4,5,3,3,3,3,3,4,2,3,5,5,3,1,4,2,1,2,4,2,5,3,3,5,4,1,5,"i am always on time","sometimes",2,3,3,3,4,3,4,5,3,2,4,2,4,2,4,3,1,4,2,4,3,4,5,"most of the day",1,1,1,1,2,2,2,2,5,2,3,4,3,2,2,4,4,2,2,2,4,3,2,2,2,2,2,4,5,1,1,1,3,1,1,2,2,3,2,5,4,2,"4","3",2,4,3,3,2,2,2,2,5,5,4,4,4,2,2,4,4,4,4,2,2,2,1,2,1,1,2,5,5,5,3,2,4,5,3,3,3,4,4
"159",15,160,48,2,"female","right handed","currently a primary school pupil","no","village","block of flats",4,4,4,2,3,3,4,4,5,4,3,2,4,5,1,4,4,1,3,2,3,5,4,5,5,4,3,4,3,2,2,"i am often running late","sometimes",1,5,5,3,3,3,5,3,3,5,3,5,5,4,3,5,3,3,3,5,5,3,2,"few hours a day",3,3,2,1,5,2,2,3,5,4,1,2,1,3,2,5,3,1,3,3,4,4,4,2,1,1,4,1,5,2,5,4,5,5,3,4,5,4,4,5,2,5,"2","1",3,2,5,4,3,5,5,5,5,3,4,2,1,3,2,5,4,1,3,4,5,4,3,3,2,5,1,5,4,4,5,5,4,1,5,5,2,1,4
"160",20,190,70,1,"male","right handed","secondary school","no","city","block of flats",3,3,5,5,4,3,5,5,2,5,4,2,3,3,5,4,4,2,4,3,3,3,2,2,4,2,3,5,3,3,4,"i am always on time","sometimes",4,4,2,4,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,"few hours a day",2,2,3,4,2,2,3,2,3,2,4,4,4,3,2,4,3,4,4,2,4,5,4,3,3,3,3,4,5,3,4,2,5,4,3,2,2,3,4,5,5,5,"2","3",2,3,3,3,3,3,3,3,5,3,4,4,3,5,4,4,5,3,3,3,4,3,3,4,3,3,3,5,2,4,4,3,4,4,3,4,3,3,4
"161",19,194,79,1,"male","right handed","secondary school","no","city","block of flats",4,1,1,1,1,3,3,5,1,5,5,1,1,2,5,4,4,1,4,1,3,2,3,3,4,1,5,1,3,4,3,"i am always on time","sometimes",5,3,2,4,3,3,3,5,3,1,1,2,5,1,2,3,3,3,3,5,5,2,3,"few hours a day",1,1,1,2,1,1,1,1,1,2,4,3,5,5,4,5,4,5,2,3,1,5,4,1,2,4,3,1,2,4,5,4,5,5,1,1,1,4,2,5,4,1,"2","3",1,3,1,1,4,2,2,4,5,3,3,2,1,2,1,1,5,4,5,3,5,4,4,5,1,3,1,5,5,4,5,3,5,5,4,4,4,1,3
"162",20,172,73,2,"female","left handed","secondary school","yes","city","house/bungalow",2,2,4,3,3,2,3,4,3,2,2,5,4,3,1,5,5,4,4,2,2,5,4,5,5,5,3,2,2,3,3,"i am often early","everytime it suits me",2,4,4,3,2,3,4,2,2,5,5,3,2,3,2,2,5,3,1,2,2,3,3,"few hours a day",1,2,1,1,4,1,1,5,1,3,2,2,1,1,1,4,2,1,5,5,5,2,4,4,1,1,2,1,3,1,1,4,4,2,3,4,5,3,2,5,3,5,"5","3",4,3,5,2,2,4,2,5,5,3,2,2,2,2,2,4,5,3,3,4,3,2,3,2,2,3,2,5,2,5,5,3,5,2,4,4,3,1,5
"163",21,190,89,0,"male","left handed","college/bachelor degree","yes","city","block of flats",3,2,4,5,5,5,4,5,3,4,1,1,2,2,5,3,4,1,5,1,3,4,1,3,4,3,2,5,3,1,3,"i am often early","sometimes",2,4,3,4,3,2,5,3,4,4,3,4,4,2,3,3,2,4,2,2,4,2,3,"few hours a day",1,1,1,2,2,5,3,1,3,2,5,3,3,1,1,5,2,2,1,1,3,5,5,1,3,4,1,2,3,1,1,1,1,5,1,1,1,2,1,3,2,2,"2","3",4,4,2,3,2,4,2,4,4,2,3,5,4,5,2,4,3,1,1,5,4,3,2,1,5,1,3,4,2,2,5,5,3,5,2,1,5,3,2
"164",22,184,71,1,"male","right handed","secondary school","no","city","block of flats",2,3,1,2,5,5,2,3,5,1,2,4,5,3,1,5,5,1,5,2,2,4,4,4,5,4,3,5,4,1,1,"i am always on time","sometimes",3,3,5,5,3,3,3,2,3,5,2,3,3,1,2,2,4,3,1,1,2,4,3,"most of the day",3,3,2,4,4,3,2,2,3,4,5,5,3,1,1,5,3,3,3,3,2,2,2,2,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,1,1,"5","3",4,3,3,3,4,3,2,4,5,5,3,1,1,2,1,4,3,2,1,1,1,1,1,3,1,5,1,4,5,5,3,3,5,3,2,2,4,1,3
"165",20,188,88,1,"male","right handed","secondary school","no","village","house/bungalow",4,2,1,2,4,1,4,4,3,2,4,4,4,2,4,3,5,2,5,2,2,5,3,3,4,2,4,2,3,2,4,"i am always on time","everytime it suits me",2,4,5,5,3,4,2,4,4,4,4,2,4,4,4,3,3,3,1,5,5,4,5,"most of the day",2,1,3,2,2,2,2,4,1,4,3,3,2,1,1,4,4,1,2,1,4,1,4,1,2,1,3,2,1,1,1,4,1,3,2,5,5,1,4,4,1,4,"5","3",4,2,5,3,4,5,3,2,5,4,4,2,1,3,2,4,4,1,3,2,2,4,4,5,2,3,2,5,2,5,3,3,2,1,3,3,3,1,2
"166",20,168,60,1,"female","right handed","college/bachelor degree","yes","city","block of flats",5,5,5,5,4,4,4,4,4,3,4,2,1,3,5,5,4,3,4,2,3,3,4,1,2,4,2,5,3,3,4,"i am often running late","everytime it suits me",3,5,2,4,5,2,1,4,4,2,5,4,4,2,4,3,5,3,1,5,3,5,1,"few hours a day",3,2,2,4,4,4,5,4,4,4,3,4,5,2,1,5,4,4,1,1,5,4,5,2,5,2,4,3,5,4,4,2,2,2,1,2,5,4,5,5,4,2,"2","3",3,3,5,4,4,4,2,3,5,4,5,2,4,3,1,4,1,1,1,5,3,3,2,1,5,2,1,5,1,1,5,5,2,5,3,2,4,1,3
"167",21,161,65,1,"female","right handed","secondary school","no","city","block of flats",3,5,3,5,4,2,4,4,4,3,4,2,5,4,4,4,2,3,3,1,2,2,3,3,2,3,2,3,3,1,3,"i am always on time","sometimes",2,3,5,3,3,4,3,2,4,4,4,4,5,2,4,3,5,3,3,1,4,4,4,"few hours a day",1,1,2,2,4,1,1,3,2,1,2,2,2,2,2,2,2,3,2,4,4,3,4,2,1,1,3,1,4,1,3,1,2,5,1,1,2,3,4,4,3,1,"4","5",4,5,2,1,4,2,2,4,5,5,1,2,1,3,1,1,3,5,2,1,1,1,1,2,2,1,5,4,4,4,5,3,3,2,3,4,3,1,4
"168",21,183,98,1,"male","right handed","primary school","no","village","house/bungalow",2,2,2,1,2,1,2,2,1,3,2,2,5,3,2,3,3,2,4,3,1,5,4,4,3,3,5,2,2,2,1,"i am always on time","sometimes",1,1,3,2,3,2,4,2,3,3,3,5,3,2,1,1,2,2,1,5,2,2,3,"few hours a day",3,3,4,4,4,4,3,3,4,4,3,3,3,1,2,4,3,3,3,2,1,3,1,2,2,2,1,1,2,1,1,1,5,2,1,1,2,4,1,3,2,4,"5","5",3,4,2,1,2,1,3,2,3,3,3,2,2,3,2,3,4,3,4,4,4,3,3,3,3,3,2,3,1,2,5,2,3,1,1,2,5,2,2
"169",20,180,71,0,"female","right handed","secondary school","yes","city","block of flats",5,1,1,1,5,1,5,5,3,2,5,3,1,1,5,5,5,1,3,1,1,5,5,5,5,1,5,1,5,4,3,"i am always on time","everytime it suits me",4,5,5,5,3,4,4,5,5,5,5,5,5,2,2,1,3,3,5,5,1,3,2,"most of the day",1,1,1,1,1,1,1,2,2,1,3,4,4,1,1,5,5,5,1,1,4,3,3,1,5,2,1,1,1,1,1,4,4,4,1,3,4,5,3,5,5,1,"2","3",1,3,5,5,1,5,5,1,5,4,4,1,2,4,3,4,4,1,3,3,3,3,4,2,1,1,1,5,5,5,5,3,3,3,4,4,4,3,4
"170",19,157,57,2,"female","right handed","secondary school","yes","village","house/bungalow",1,3,5,3,4,1,2,4,5,3,3,4,5,2,5,2,5,3,3,4,3,4,5,4,5,3,3,1,3,1,3,"i am often running late","sometimes",3,4,4,3,2,1,1,2,4,3,2,2,3,3,2,3,2,3,2,4,4,3,5,"few hours a day",1,2,1,1,5,3,1,1,1,3,4,2,2,1,1,3,1,1,2,1,5,3,5,1,2,1,4,2,3,1,4,4,1,1,1,1,3,1,5,4,3,4,"5","3",3,5,2,3,3,2,2,3,5,3,2,1,2,4,4,3,5,4,3,1,1,3,3,4,1,1,1,5,3,2,2,1,2,4,3,5,3,2,3
"171",19,176,64,1,"male","right handed","secondary school","no","city","block of flats",5,2,5,3,2,2,3,3,3,5,5,3,1,2,5,5,4,4,5,3,2,3,3,4,4,4,3,3,3,2,4,"i am often running late","sometimes",3,5,4,3,4,5,3,5,2,2,3,2,4,1,4,4,4,3,3,2,4,4,3,"few hours a day",2,2,4,3,3,5,4,3,3,2,5,4,5,5,3,3,1,5,4,1,3,5,4,4,4,1,2,3,5,2,5,3,3,5,1,1,1,1,3,5,3,4,"1","5",4,5,1,1,3,2,2,4,4,3,2,3,2,2,1,3,4,2,2,2,3,5,4,5,4,1,1,3,1,2,5,2,3,5,4,5,4,1,3
"172",20,180,72,0,"male","right handed","secondary school","yes","city","block of flats",5,1,1,1,5,1,5,5,3,2,5,2,1,1,5,5,5,1,2,1,1,5,5,4,5,1,5,1,5,5,3,"i am always on time","everytime it suits me",5,5,5,5,3,4,5,5,5,5,5,5,5,2,2,1,3,3,5,5,1,3,2,"few hours a day",1,1,1,1,1,1,1,3,1,1,4,4,4,1,1,5,5,5,1,1,4,3,3,1,5,1,1,1,1,1,1,4,4,4,1,4,4,5,3,5,4,1,"2","3",2,3,5,5,5,5,5,4,5,4,3,1,2,4,3,4,4,1,1,4,3,3,3,2,1,1,1,5,5,5,5,3,3,4,3,4,3,2,4
"173",22,191,85,1,"male","right handed","secondary school","no","village","house/bungalow",5,5,3,5,5,1,5,5,1,3,4,1,5,4,4,5,3,1,4,2,2,3,5,5,5,5,3,3,3,3,1,"i am often early","sometimes",3,3,3,4,2,4,2,3,1,4,3,5,3,4,3,2,3,3,3,3,2,4,3,"most of the day",3,1,3,2,1,1,1,4,4,5,5,4,4,3,3,5,5,2,2,2,2,5,4,2,3,2,2,1,4,1,1,5,5,2,1,1,1,5,3,5,2,3,"2","3",4,4,1,1,1,1,3,5,5,3,2,3,3,4,4,2,5,5,5,2,4,4,4,4,2,1,3,3,3,3,4,2,5,4,3,4,5,3,3
"174",21,187,75,1,"male","right handed","secondary school","no","city","block of flats",5,2,2,5,5,1,5,4,1,3,5,1,1,5,1,5,4,1,4,2,4,5,5,4,4,3,4,2,3,1,2,"i am often early","never",3,4,4,3,2,4,1,5,4,2,4,4,4,2,3,4,4,4,2,2,5,4,3,"most of the day",1,1,2,3,2,4,3,2,1,4,3,2,1,4,2,5,5,2,2,3,1,2,4,2,1,5,1,1,4,1,1,2,4,3,1,1,4,5,3,5,2,5,"1","3",3,3,4,3,2,2,5,4,5,3,2,1,2,4,4,3,2,1,1,2,1,2,3,2,1,5,4,5,4,3,5,4,5,3,3,4,5,3,4
"175",26,183,78,0,"male","right handed","secondary school","yes","city","house/bungalow",3,4,3,1,1,5,5,5,5,3,3,4,3,2,4,4,4,3,5,3,4,5,4,3,4,5,4,5,3,5,3,"i am always on time","sometimes",3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"few hours a day",1,5,5,5,5,5,5,5,5,1,5,1,3,1,1,5,1,2,1,1,4,5,3,3,3,5,5,5,5,5,5,5,5,3,5,3,5,5,5,4,1,3,"4","3",3,3,4,4,1,2,3,5,5,2,1,5,3,3,3,1,1,1,1,1,1,1,1,1,3,1,5,5,1,5,5,5,5,5,5,1,5,3,5
"176",17,163,61,2,"female","right handed","primary school","yes","city","block of flats",3,1,5,1,2,1,1,5,5,3,5,3,1,5,1,5,5,3,1,1,1,4,5,3,5,5,4,1,4,1,1,"i am often early","sometimes",3,5,5,3,3,3,3,1,5,5,3,4,3,3,3,3,5,2,3,5,5,3,5,"few hours a day",2,1,4,1,3,5,1,4,2,3,1,5,1,1,1,4,1,1,3,1,5,1,5,5,1,5,1,1,4,1,5,1,5,4,2,3,1,1,3,3,3,5,"1","1",1,5,1,1,1,1,1,3,5,3,1,1,1,5,3,3,5,5,2,3,4,4,4,2,4,2,1,4,2,4,5,5,1,1,4,5,2,1,2
"177",22,178,80,2,"male","right handed","college/bachelor degree","yes","village","block of flats",3,3,2,5,2,1,3,4,1,5,4,1,4,2,4,3,4,1,4,1,2,1,3,2,5,2,2,2,4,2,3,"i am always on time","only to avoid hurting someone",4,4,2,3,4,2,2,4,5,2,2,2,4,2,4,5,4,3,4,2,5,4,3,"less than an hour a day",2,1,1,3,1,1,1,1,1,1,1,1,1,5,4,5,5,4,1,2,1,1,3,1,2,5,3,1,5,2,2,1,1,5,1,1,3,4,3,4,3,4,"4","3",4,4,2,2,2,2,3,4,5,3,3,1,1,1,1,3,5,5,3,2,4,3,5,4,1,2,1,5,3,2,4,3,4,3,3,4,3,2,4
"178",26,169,70,2,"male","right handed","masters degree","no","city","house/bungalow",2,4,5,3,3,3,4,4,2,4,4,2,1,4,4,4,3,2,4,1,4,4,4,3,2,5,3,3,3,1,3,"i am often early","sometimes",3,1,3,4,1,2,3,5,3,4,2,3,3,1,3,3,1,3,4,3,3,3,3,"few hours a day",3,1,2,3,1,2,3,5,1,3,3,3,1,1,1,3,1,1,1,1,4,2,2,2,1,1,3,1,5,1,3,4,4,4,4,3,2,4,3,5,1,5,"2","1",3,3,1,3,3,3,3,3,5,3,1,4,2,4,3,1,5,5,3,1,3,3,3,5,2,1,3,5,3,4,5,5,4,3,4,4,5,3,4
"179",20,160,50,1,"female","right handed","masters degree","no","city","block of flats",2,2,2,2,3,1,3,3,1,3,3,3,1,3,1,4,2,1,3,3,3,4,4,3,3,3,2,2,3,1,3,"i am often running late","sometimes",2,3,3,4,3,3,5,2,2,2,3,4,4,4,3,2,3,3,3,3,3,3,3,"few hours a day",2,2,2,4,2,1,1,5,3,3,4,4,1,3,3,3,3,1,3,3,4,3,5,3,1,1,2,3,3,1,1,4,1,1,3,2,3,3,3,3,1,3,"2","3",2,4,2,1,3,2,1,3,4,3,1,3,3,5,2,2,4,4,3,1,2,2,4,3,2,1,4,3,3,3,3,2,2,2,5,5,4,3,3
"180",22,182,75,1,"male","right handed","secondary school","no","city","block of flats",2,2,2,3,5,2,5,4,2,3,2,3,4,3,4,4,5,3,5,3,2,2,5,2,2,5,1,3,3,3,1,"i am always on time","sometimes",5,5,1,5,1,1,2,5,5,2,4,5,4,4,3,5,3,4,3,4,5,3,4,"few hours a day",2,2,4,2,5,1,1,3,5,2,5,5,3,2,2,5,3,2,4,2,2,2,4,3,3,1,4,4,5,3,4,2,2,3,2,1,4,4,2,3,4,4,"2","1",3,5,3,5,2,3,3,5,4,3,1,2,2,5,2,1,1,2,1,1,1,4,1,1,1,4,5,4,4,4,4,2,4,5,4,5,5,2,4
